image_id,label_bin,Bars,name,objra,objdec
manga-8617-3703,0,0.0,manga-8617-3703,325.369255262,0.608241148637
manga-8610-6104,1,1.0,manga-8610-6104,257.712081147,61.3249310753
manga-10223-3701,0,0.0,manga-10223-3701,31.5666031749,-0.291437101791
manga-8452-12702,0,0.0,manga-8452-12702,156.044276918,47.5239549356
manga-8337-6104,0,0.0,manga-8337-6104,213.454946357,37.2690668654
manga-8942-12703,0,0.0,manga-8942-12703,125.21338865,28.4058888443
manga-7992-1902,1,1.0,manga-7992-1902,257.247919024,62.8980190772
manga-8334-9102,1,0.5,manga-8334-9102,213.074070414,39.2881130979
manga-11977-6103,0,0.0,manga-11977-6103,254.625233222,25.3902816445
manga-9495-1902,0,0.25,manga-9495-1902,121.910555382,22.2862119566
manga-8945-3701,1,1.0,manga-8945-3701,171.628470631,46.9984308945
manga-8944-3701,0,0.0,manga-8944-3701,148.484493822,34.31530381
manga-8727-3701,0,0.0,manga-8727-3701,54.904965246,-5.63293280732
manga-12094-6101,0,0.0,manga-12094-6101,18.1583832348,15.5510630077
manga-8095-9102,0,0.0,manga-8095-9102,25.6975701199,13.1805704882
manga-9877-12702,0,0.0,manga-9877-12702,194.682960953,28.2826700105
manga-9088-12705,0,0.0,manga-9088-12705,243.619184484,25.6940909147
manga-8609-1902,0,0.0,manga-8609-1902,246.655998407,13.6834228432
manga-8458-12702,0,0.0,manga-8458-12702,147.604854302,44.2573785652
manga-8077-1902,0,0.0,manga-8077-1902,41.6857515758,0.369536241384
manga-8083-3702,1,0.5,manga-8083-3702,49.9732256506,0.391442192294
manga-8595-12703,0,0.0,manga-8595-12703,220.716792448,52.2809912468
manga-9038-3701,0,0.0,manga-9038-3701,236.874631841,42.0297193283
manga-8080-12704,1,1.0,manga-8080-12704,49.3334565213,-0.0765511066701
manga-7992-9102,1,1.0,manga-7992-9102,254.542083999,62.4156479613
manga-11004-6103,0,0.0,manga-11004-6103,196.218172202,26.9190881488
manga-8087-6101,0,0.0,manga-8087-6101,356.650300129,13.9464420972
manga-9504-12701,0,0.0,manga-9504-12701,121.218820746,29.5818975818
manga-8989-3702,0,0.0,manga-8989-3702,176.811422658,50.5016676379
manga-11753-3702,1,0.5,manga-11753-3702,146.576064621,2.88434410359
manga-8083-3703,0,0.0,manga-8083-3703,50.8270977687,0.939891848291
manga-8084-12703,1,0.5,manga-8084-12703,51.1699181501,-0.681472614144
manga-9500-12704,1,0.5,manga-9500-12704,131.982539536,25.8316711264
manga-8611-3703,0,0.0,manga-8611-3703,261.119954283,60.001483206
manga-12485-9101,0,0.0,manga-12485-9101,199.74797,32.97396
manga-10219-3703,0,0.0,manga-10219-3703,125.649814536,21.4649730541
manga-12667-9102,1,1.0,manga-12667-9102,249.4994974,35.9955022344
manga-9031-12704,0,0.0,manga-9031-12704,241.301540035,45.4531856472
manga-11750-12703,0,0.25,manga-11750-12703,191.04697,41.66809
manga-8487-1902,0,0.0,manga-8487-1902,240.223955954,47.1970177194
manga-9040-12703,0,0.0,manga-9040-12703,243.685656945,27.8616922794
manga-11019-3704,0,0.0,manga-11019-3704,194.650981008,52.1726477424
manga-8145-3704,1,1.0,manga-8145-3704,117.570349824,27.8569928312
manga-9188-6103,1,0.5,manga-9188-6103,48.5958035273,-6.76390745674
manga-8991-12702,0,0.0,manga-8991-12702,176.13182454,52.6850796771
manga-11025-6101,0,0.0,manga-11025-6101,257.139312744,57.4767036438
manga-12088-6104,0,0.0,manga-12088-6104,350.809630916,14.6904736749
manga-9868-6101,1,1.0,manga-9868-6101,217.824864002,47.4976011776
manga-11826-6101,0,0.0,manga-11826-6101,190.463856568,36.2630183654
manga-8996-12705,0,0.0,manga-8996-12705,172.492084431,52.1831218423
manga-9885-3703,0,0.25,manga-9885-3703,241.152724187,23.6631835878
manga-11827-12702,0,0.0,manga-11827-12702,211.811154792,49.0935931941
manga-11965-6104,1,0.5,manga-11965-6104,230.833858516,8.61803210156
manga-9045-3702,1,1.0,manga-9045-3702,225.781237535,31.2039199896
manga-10494-9102,1,1.0,manga-10494-9102,124.339174229,55.3405265396
manga-8943-12705,0,0.0,manga-8943-12705,157.93471,35.04137
manga-8983-1901,0,0.0,manga-8983-1901,203.7958273,25.94697011
manga-8334-12705,1,0.5,manga-8334-12705,214.162346427,39.6997896537
manga-8336-1901,0,0.0,manga-8336-1901,210.307779051,38.6913175651
manga-12066-3703,0,0.0,manga-12066-3703,328.428011119,0.139910825753
manga-10496-12703,0,0.0,manga-10496-12703,124.448303599,41.9828522195
manga-11863-12703,0,0.0,manga-11863-12703,191.781197573,56.4819178171
manga-8150-3702,1,1.0,manga-8150-3702,147.867176956,32.9436569737
manga-10515-6102,0,0.0,manga-10515-6102,147.402764159,4.11628565631
manga-8239-12704,1,1.0,manga-8239-12704,117.451251659,48.1295623832
manga-8569-6102,0,0.0,manga-8569-6102,9.4819694534,14.2328164022
manga-9044-3702,0,0.0,manga-9044-3702,229.437391969,31.0043844974
manga-8443-6103,1,1.0,manga-8443-6103,206.769038498,24.9964830166
manga-12090-12701,0,0.0,manga-12090-12701,350.794118273,14.8200132316
manga-10500-12705,0,0.0,manga-10500-12705,137.223188476,32.2530361675
manga-10509-9101,0,0.0,manga-10509-9101,168.532451815,47.8043091248
manga-12682-3701,0,0.0,manga-12682-3701,323.376781389,-8.64079738142
manga-11751-1902,0,0.0,manga-11751-1902,146.342221348,34.6944291785
manga-12518-9101,0,0.25,manga-12518-9101,159.239053047,0.2297476559
manga-9039-3703,0,0.0,manga-9039-3703,230.171059925,33.3653627659
manga-8944-6101,0,0.0,manga-8944-6101,147.721235358,34.6548870998
manga-9037-12704,0,0.0,manga-9037-12704,233.98751043,43.4932286775
manga-9000-3701,1,0.75,manga-9000-3701,169.787590121,53.8378312049
manga-8439-12704,0,0.0,manga-8439-12704,144.031088241,50.4392201284
manga-9502-6102,0,0.0,manga-9502-6102,128.904449009,25.004161773
manga-12483-6101,1,1.0,manga-12483-6101,186.468521562,32.1499353963
manga-12518-6104,0,0.0,manga-12518-6104,159.373982593,-0.677945075894
manga-8148-6101,0,0.0,manga-8148-6101,118.83975006,27.3985714399
manga-10514-12701,1,0.5,manga-10514-12701,143.501509872,2.47729699669
manga-8329-3703,0,0.0,manga-8329-3703,214.060210955,43.9229334765
manga-12070-12704,0,0.0,manga-12070-12704,341.475982718,0.503986423029
manga-10215-3701,0,0.0,manga-10215-3701,122.040031781,37.9213571348
manga-9094-1901,0,0.0,manga-9094-1901,239.666967486,27.5828683616
manga-11948-6103,0,0.0,manga-11948-6103,249.278215135,32.9002266179
manga-8947-3703,0,0.0,manga-8947-3703,172.574258062,50.4303971772
manga-9873-12705,0,0.0,manga-9873-12705,195.026068401,27.6852949413
manga-8999-12705,0,0.0,manga-8999-12705,164.986201771,50.1237569448
manga-9505-6101,1,1.0,manga-9505-6101,139.854368007,26.9089284706
manga-11981-3702,0,0.0,manga-11981-3702,254.022117089,20.5606570674
manga-9027-12703,0,0.0,manga-9027-12703,245.402779754,30.8695636274
manga-12679-12701,0,0.0,manga-12679-12701,316.325461213,-7.25720944515
manga-8942-6103,0,0.0,manga-8942-6103,124.337230897,28.3183087615
manga-12080-6103,0,0.0,manga-12080-6103,30.5644716818,-0.985249306738
manga-11823-12703,1,0.5,manga-11823-12703,249.901027833,28.8181214665
manga-9031-3703,1,1.0,manga-9031-3703,240.226530062,45.4235651863
manga-10225-1902,1,0.5,manga-10225-1902,37.5496070403,-0.59794219134
manga-8319-12701,0,0.0,manga-8319-12701,199.60876231,47.2231656037
manga-11830-1902,0,0.0,manga-11830-1902,198.749292649,51.2725778654
manga-8998-6104,0,0.25,manga-8998-6104,164.185313067,47.767312529
manga-9884-12704,0,0.0,manga-9884-12704,205.388546344,52.3033654279
manga-9871-12704,0,0.0,manga-9871-12704,229.164859076,42.9538517436
manga-9038-12702,0,0.0,manga-9038-12702,237.409347986,42.0342115623
manga-8715-12703,0,0.0,manga-8715-12703,118.625672064,51.1214478894
manga-9193-6101,0,0.0,manga-9193-6101,46.6125296402,-0.846615867924
manga-7980-6104,1,0.5,manga-7980-6104,333.87617239,13.6732062698
manga-11939-6103,1,1.0,manga-11939-6103,194.294817823,27.4049167636
manga-11010-6103,1,1.0,manga-11010-6103,196.65173277,25.429679605
manga-9513-6104,0,0.0,manga-9513-6104,29.2657458796,13.1670587264
manga-8254-12704,1,0.5,manga-8254-12704,163.459037713,44.3644251134
manga-9025-6101,0,0.0,manga-9025-6101,246.669962882,27.7775454467
manga-9885-12704,0,0.0,manga-9885-12704,239.018610983,24.3993348981
manga-8263-12701,0,0.0,manga-8263-12701,186.394835447,45.4317366413
manga-8154-3702,0,0.0,manga-8154-3702,43.6582905094,0.939435236268
manga-8993-6104,0,0.0,manga-8993-6104,166.53203684,45.1222551688
manga-10496-6104,0,0.0,manga-10496-6104,126.502393896,40.9811149677
manga-8484-3701,1,0.5,manga-8484-3701,247.41317495,44.2826981778
manga-9090-12705,0,0.0,manga-9090-12705,242.86022795,29.3529994901
manga-8991-3703,1,1.0,manga-8991-3703,176.022990288,52.8580410347
manga-8723-3703,1,0.75,manga-8723-3703,128.885441625,54.512370758
manga-8988-12702,1,1.0,manga-8988-12702,185.500848925,39.4666791827
manga-9496-6101,0,0.0,manga-9496-6101,121.548946105,20.9969308873
manga-9884-1901,1,0.5,manga-9884-1901,205.673108619,52.5353375225
manga-8320-6103,0,0.0,manga-8320-6103,205.883449883,22.4979523679
manga-8979-12701,1,1.0,manga-8979-12701,241.341763012,42.4883122721
manga-8332-6104,0,0.0,manga-8332-6104,208.592155931,44.115556514
manga-8332-9101,0,0.0,manga-8332-9101,207.557469772,42.7462672628
manga-11975-1901,0,0.0,manga-11975-1901,250.81456977,25.3674188164
manga-12514-9102,0,0.0,manga-12514-9102,199.270643755,1.82799783172
manga-8936-9101,0,0.0,manga-8936-9101,117.684629327,30.3463741575
manga-9890-6102,0,0.0,manga-9890-6102,233.275220141,30.0907203718
manga-8710-6102,1,0.5,manga-8710-6102,117.96620728,49.814311338
manga-11743-3702,0,0.0,manga-11743-3702,118.479087403,13.1546013221
manga-8479-6103,0,0.0,manga-8479-6103,194.76625,28.123701
manga-11981-6101,0,0.0,manga-11981-6101,254.34218953,18.4805975158
manga-7972-12701,1,1.0,manga-7972-12701,315.533514754,11.0751131018
manga-9891-3703,0,0.0,manga-9891-3703,229.811607205,29.340022935
manga-8981-3701,0,0.0,manga-8981-3701,187.718135739,36.4487129182
manga-11952-6102,0,0.0,manga-11952-6102,254.312404248,26.8363385669
manga-11958-12701,0,0.0,manga-11958-12701,206.827169845,3.7674160137
manga-8940-6101,0,0.0,manga-8940-6101,121.86519837,25.1136095522
manga-8144-9102,1,0.75,manga-8144-9102,115.365629992,29.6691774656
manga-8158-6104,1,0.5,manga-8158-6104,62.5263776999,-6.05165416151
manga-11838-6103,1,0.5,manga-11838-6103,155.600594374,1.1982319304
manga-9486-6101,0,0.0,manga-9486-6101,121.076285654,40.1957291917
manga-8651-6104,1,0.5,manga-8651-6104,314.577246191,1.01842612201
manga-8942-6101,1,1.0,manga-8942-6101,124.897858052,26.3626657187
manga-9194-6102,0,0.0,manga-9194-6102,46.0024519126,-0.760340598224
manga-8982-1902,0,0.25,manga-8982-1902,201.920656754,26.0616332527
manga-8948-12704,1,1.0,manga-8948-12704,167.306019605,49.5194324004
manga-8993-6103,0,0.0,manga-8993-6103,166.704827641,45.9646320876
manga-9095-12703,1,0.5,manga-9095-12703,242.436748937,23.3828630127
manga-9866-3703,0,0.0,manga-9866-3703,244.612010432,33.7146052691
manga-10515-9102,0,0.0,manga-10515-9102,148.918667352,5.043535237
manga-12682-9102,1,0.75,manga-12682-9102,324.527035023,-6.72174140672
manga-8139-3702,0,0.25,manga-8139-3702,114.758707244,33.9160463625
manga-8940-9102,1,1.0,manga-8940-9102,121.430535847,25.4530576312
manga-8442-3701,1,0.75,manga-8442-3701,199.213139725,31.5811383944
manga-8602-6104,1,0.5,manga-8602-6104,247.572410332,39.8894177689
manga-9042-3702,0,0.25,manga-9042-3702,232.542825903,29.0083952252
manga-11871-6103,0,0.0,manga-11871-6103,193.028639413,27.0263495687
manga-10218-12701,1,0.5,manga-10218-12701,117.857788969,16.6018406215
manga-9886-3704,0,0.0,manga-9886-3704,238.19944,24.39026
manga-12489-6103,0,0.0,manga-12489-6103,178.098000815,3.97439609539
manga-11007-12705,0,0.0,manga-11007-12705,194.085379953,26.7040405693
manga-8992-3701,1,1.0,manga-8992-3701,172.621931698,50.7652709204
manga-8937-3703,1,1.0,manga-8937-3703,118.496192035,29.5793914158
manga-11963-1902,1,1.0,manga-11963-1902,233.015949638,9.44962232408
manga-9491-3701,0,0.0,manga-9491-3701,119.106581421,17.9740538756
manga-11942-12702,1,0.5,manga-11942-12702,246.72045304,41.2537505846
manga-8712-6102,1,0.5,manga-8712-6102,119.846409974,53.6354140406
manga-8466-6103,0,0.0,manga-8466-6103,167.878678443,45.6431254705
manga-9027-12701,0,0.25,manga-9027-12701,243.935921424,31.9639551562
manga-11006-3703,0,0.0,manga-11006-3703,194.740148776,27.7854505313
manga-8722-12702,1,1.0,manga-8722-12702,124.556748682,49.2508538132
manga-9188-12703,1,0.5,manga-9188-12703,48.5615118623,-6.08637900825
manga-10218-3702,0,0.0,manga-10218-3702,118.184498039,16.7095016652
manga-9035-1902,0,0.0,manga-9035-1902,235.89912,43.84218
manga-9886-1901,1,1.0,manga-9886-1901,236.370765668,26.6030482534
manga-8568-6102,0,0.0,manga-8568-6102,156.814215072,37.3782776207
manga-10494-12701,1,0.5,manga-10494-12701,126.358455793,53.9689342469
manga-8464-12704,1,1.0,manga-8464-12704,187.936893409,46.1315884926
manga-12624-6103,0,0.0,manga-12624-6103,204.426494471,29.7064897405
manga-12069-3703,0,0.0,manga-12069-3703,338.687689672,-0.454826017563
manga-12620-9102,1,1.0,manga-12620-9102,201.170476287,31.0264957187
manga-9496-1901,0,0.0,manga-9496-1901,120.208837115,22.9014244997
manga-11012-12702,1,1.0,manga-11012-12702,212.08983767,55.3015100433
manga-10505-9102,0,0.0,manga-10505-9102,139.773678218,33.9300709859
manga-8592-3703,1,0.5,manga-8592-3703,224.308966131,53.1520291512
manga-7443-12705,1,0.5,manga-7443-12705,230.153021184,41.9604360155
manga-12070-6104,0,0.0,manga-12070-6104,343.263149354,0.0444552540111
manga-8143-1901,0,0.0,manga-8143-1901,118.660223852,42.5441122846
manga-10495-12704,1,1.0,manga-10495-12704,124.272419897,48.312047545
manga-12673-6103,1,0.75,manga-12673-6103,247.710682162,40.5948188419
manga-11963-12704,0,0.0,manga-11963-12704,233.955878179,8.9274756419
manga-8482-1902,1,1.0,manga-8482-1902,243.102564653,48.5298860438
manga-8310-3703,0,0.0,manga-8310-3703,180.115747653,23.6253853278
manga-9494-3703,0,0.0,manga-9494-3703,127.31796476,23.8090207885
manga-8438-3702,0,0.0,manga-8438-3702,149.585775926,18.1356060166
manga-12696-12704,1,1.0,manga-12696-12704,14.3742746241,0.102948089501
manga-11942-3701,1,1.0,manga-11942-3701,247.448654652,40.8720077073
manga-11968-3701,1,0.5,manga-11968-3701,228.135386481,7.55728238544
manga-7979-6101,0,0.0,manga-7979-6101,334.353436615,12.5229920972
manga-11007-3703,0,0.0,manga-11007-3703,195.713544631,28.482439176
manga-10492-12702,1,0.5,manga-10492-12702,124.064089969,57.5305417333
manga-10219-12705,0,0.0,manga-10219-12705,125.967743522,21.4186635506
manga-9884-3704,1,0.5,manga-9884-3704,206.669999461,52.4768142281
manga-7991-3704,0,0.0,manga-7991-3704,260.228215186,57.0979557846
manga-11744-3703,1,1.0,manga-11744-3703,121.604240384,16.7115494398
manga-8077-12702,0,0.0,manga-8077-12702,40.9690483092,0.152646263184
manga-9095-1901,1,0.75,manga-9095-1901,242.810051712,24.2250218923
manga-9867-6102,0,0.0,manga-9867-6102,222.031953216,48.0938265364
manga-8310-6102,0,0.0,manga-8310-6102,179.08441274,22.1921199668
manga-9000-9102,0,0.0,manga-9000-9102,169.831581113,53.6882024614
manga-9196-6104,0,0.25,manga-9196-6104,262.317715289,54.2059237546
manga-9033-3702,0,-0.5,manga-9033-3702,222.33771869,47.417495139
manga-11019-9101,0,0.0,manga-11019-9101,192.529595736,52.8501580981
manga-8078-12701,1,1.0,manga-8078-12701,40.8804658761,0.306821500727
manga-8726-6103,0,0.0,manga-8726-6103,116.179276481,22.6776875384
manga-10513-12703,1,0.5,manga-10513-12703,140.293468411,2.20121341806
manga-12624-12704,1,0.5,manga-12624-12704,205.306660394,30.3910538421
manga-11949-3702,0,0.0,manga-11949-3702,252.62180906,35.2114647084
manga-10845-12705,1,0.75,manga-10845-12705,150.238559763,3.14176993025
manga-9025-1902,1,1.0,manga-9025-1902,246.358197043,30.3094478193
manga-8458-12704,0,0.25,manga-8458-12704,147.355389681,44.3388681997
manga-8986-9101,1,0.5,manga-8986-9101,119.574454999,27.0566256182
manga-9865-12701,0,0.0,manga-9865-12701,224.941125343,49.5039283741
manga-9046-6104,0,0.0,manga-9046-6104,246.171165691,25.3293598821
manga-8335-3703,0,0.0,manga-8335-3703,218.335551581,40.5502139407
manga-9873-12701,0,0.0,manga-9873-12701,194.179998415,26.7419803983
manga-10218-3704,1,0.5,manga-10218-3704,119.168808316,16.9201143063
manga-12085-9101,0,0.0,manga-12085-9101,345.319135799,13.0505876962
manga-11015-9101,0,0.0,manga-11015-9101,194.826471094,27.7157490546
manga-10516-3703,0,0.0,manga-10516-3703,151.872095708,3.67364870273
manga-8077-3703,0,0.0,manga-8077-3703,41.7626451163,-0.647954033272
manga-11979-12702,0,0.0,manga-11979-12702,252.559437192,23.441387719
manga-8096-12703,0,0.0,manga-8096-12703,27.1395280776,13.4307521828
manga-11004-12701,1,0.5,manga-11004-12701,196.110590139,27.304313566
manga-7965-12701,1,0.5,manga-7965-12701,318.304242998,-0.366556521396
manga-10001-6104,0,0.25,manga-10001-6104,136.623724313,56.7963948252
manga-8723-3701,0,0.0,manga-8723-3701,126.195275835,54.7860594888
manga-8618-3701,0,0.0,manga-8618-3701,317.504479435,9.86822191739
manga-10497-3701,0,0.0,manga-10497-3701,120.509273694,17.0407292337
manga-8310-6103,0,0.0,manga-8310-6103,178.253949759,23.0398802873
manga-8440-6101,0,0.0,manga-8440-6101,134.674576789,41.2364198815
manga-8149-3703,0,0.0,manga-8149-3703,119.356842737,27.4403778
manga-9050-3702,0,0.0,manga-9050-3702,244.054687724,23.379428084
manga-8551-3701,0,0.0,manga-8551-3701,232.907252329,45.7436980307
manga-8652-12702,0,0.25,manga-8652-12702,329.99796,-0.44552
manga-8317-12705,1,0.5,manga-8317-12705,193.855952744,43.9380638089
manga-8258-3704,1,0.5,manga-8258-3704,167.025035738,43.8946110815
manga-12088-3701,0,0.0,manga-12088-3701,348.418745052,14.0209768237
manga-9498-12704,1,1.0,manga-9498-12704,118.187424267,24.2950948286
manga-12087-12701,0,0.0,manga-12087-12701,348.146860856,13.2744503009
manga-8614-1901,0,0.0,manga-8614-1901,257.293555991,36.1088382177
manga-8551-3704,0,0.0,manga-8551-3704,234.873636644,44.6484515265
manga-8443-12702,0,0.0,manga-8443-12702,206.972769752,25.5670000174
manga-9883-1901,0,0.0,manga-9883-1901,255.54186554,32.8418387818
manga-11834-3703,1,1.0,manga-11834-3703,224.535871075,1.54859860743
manga-8245-6102,0,0.25,manga-8245-6102,135.854474306,20.6674214335
manga-11975-12704,0,0.0,manga-11975-12704,251.709490845,26.9863759045
manga-8726-6101,0,0.0,manga-8726-6101,116.50579501,21.9329079
manga-8322-12701,1,1.0,manga-8322-12701,198.24297,31.25866
manga-9867-3702,0,0.0,manga-9867-3702,221.634996597,49.0105592947
manga-11749-9101,0,0.0,manga-11749-9101,137.949754694,32.9241382218
manga-8258-9102,1,1.0,manga-8258-9102,167.255562519,44.4118914506
manga-12620-3704,0,0.0,manga-12620-3704,202.456457324,29.1142093379
manga-11940-6103,0,0.0,manga-11940-6103,245.29576949,36.0685044233
manga-8088-1902,0,0.0,manga-8088-1902,4.70333033859,14.7830526147
manga-8933-1902,0,0.0,manga-8933-1902,196.575872464,27.2550435833
manga-8998-6101,1,0.5,manga-8998-6101,162.385986023,47.9332396921
manga-10517-6103,0,0.0,manga-10517-6103,150.016408109,4.81252820355
manga-8722-1901,0,0.0,manga-8722-1901,126.002477593,51.5404793547
manga-10505-12705,0,0.0,manga-10505-12705,140.490953661,33.0063678594
manga-8320-9101,0,-0.5,manga-8320-9101,206.313852837,23.3165126883
manga-9870-12701,0,0.0,manga-9870-12701,230.108412527,43.0484305988
manga-11947-12705,0,0.0,manga-11947-12705,252.258317125,36.1925490288
manga-8139-6101,1,0.5,manga-8139-6101,115.005960084,32.194585629
manga-8588-3703,1,1.0,manga-8588-3703,251.470340991,40.1942385948
manga-8332-3704,0,0.0,manga-8332-3704,209.639791989,41.724180851
manga-12483-9101,0,0.0,manga-12483-9101,186.079211269,33.183783634
manga-12675-9101,0,0.0,manga-12675-9101,249.336169541,35.3436481508
manga-8086-12702,0,0.0,manga-8086-12702,55.5539816255,-0.354246007093
manga-8131-3703,0,0.0,manga-8131-3703,112.169426691,41.4730240551
manga-11823-6102,0,0.0,manga-11823-6102,248.49628623,26.8979748103
manga-9091-1902,0,0.0,manga-9091-1902,241.799928886,27.6489300456
manga-8451-3701,0,0.0,manga-8451-3701,165.083388621,42.3300267282
manga-8245-3704,0,0.0,manga-8245-3704,135.41476736,20.7500869106
manga-8620-1902,1,1.0,manga-8620-1902,330.337232216,12.196692699
manga-8715-6102,0,0.0,manga-8715-6102,119.988295378,50.427737229
manga-8250-1902,0,0.0,manga-8250-1902,140.218473007,42.7088015635
manga-11872-3702,1,1.0,manga-11872-3702,179.299925995,54.5713599938
manga-8996-12701,0,0.0,manga-8996-12701,171.159777594,52.5334256699
manga-8311-6102,1,1.0,manga-8311-6102,203.738651909,22.583066234
manga-9893-6103,1,1.0,manga-9893-6103,255.99939012,25.0788395101
manga-8549-12704,0,0.0,manga-8549-12704,242.978644743,46.1277269855
manga-8723-12701,0,0.0,manga-8723-12701,126.973889689,55.1586182319
manga-8710-9101,0,0.25,manga-8710-9101,117.329417587,50.1118996627
manga-10513-1902,1,1.0,manga-10513-1902,140.372732157,-0.268860484044
