image_id,path_g,path_r,path_z,hdu_g,hdu_r,hdu_z,format_hint,raw_path
manga-8720-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-9101_z.fits,,,,per_band,
manga-12483-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12483-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12483-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12483-1902_z.fits,,,,per_band,
manga-12675-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-9101_z.fits,,,,per_band,
manga-11976-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11976-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11976-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11976-1901_z.fits,,,,per_band,
manga-9487-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9487-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9487-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9487-6101_z.fits,,,,per_band,
manga-9001-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_z.fits,,,,per_band,
manga-11020-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11020-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11020-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11020-12703_z.fits,,,,per_band,
manga-11758-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11758-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11758-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11758-6102_z.fits,,,,per_band,
manga-8458-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8458-6102_z.fits,,,,per_band,
manga-11006-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-9102_z.fits,,,,per_band,
manga-8941-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-6101_z.fits,,,,per_band,
manga-8939-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8939-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8939-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8939-3702_z.fits,,,,per_band,
manga-8438-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8438-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8438-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8438-12702_z.fits,,,,per_band,
manga-8938-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-1901_z.fits,,,,per_band,
manga-8261-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8261-9102_z.fits,,,,per_band,
manga-8724-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8724-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8724-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8724-12703_z.fits,,,,per_band,
manga-12673-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12673-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12673-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12673-1902_z.fits,,,,per_band,
manga-9046-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9046-12701_z.fits,,,,per_band,
manga-8459-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8459-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8459-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8459-3701_z.fits,,,,per_band,
manga-9514-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9514-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9514-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9514-3702_z.fits,,,,per_band,
manga-8315-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8315-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8315-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8315-3702_z.fits,,,,per_band,
manga-12485-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12485-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12485-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12485-3701_z.fits,,,,per_band,
manga-10494-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10494-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10494-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10494-12702_z.fits,,,,per_band,
manga-8716-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-6102_z.fits,,,,per_band,
manga-8325-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8325-3702_z.fits,,,,per_band,
manga-8239-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-3701_z.fits,,,,per_band,
manga-8448-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8448-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8448-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8448-6102_z.fits,,,,per_band,
manga-8243-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8243-6104_z.fits,,,,per_band,
manga-9030-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9030-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9030-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9030-6103_z.fits,,,,per_band,
manga-8239-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8239-6102_z.fits,,,,per_band,
manga-10512-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10512-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10512-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10512-6103_z.fits,,,,per_band,
manga-8262-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8262-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8262-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8262-12705_z.fits,,,,per_band,
manga-8465-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8465-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8465-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8465-12703_z.fits,,,,per_band,
manga-8952-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8952-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8952-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8952-3702_z.fits,,,,per_band,
manga-8951-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-12703_z.fits,,,,per_band,
manga-9502-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9502-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9502-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9502-12704_z.fits,,,,per_band,
manga-12491-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12491-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12491-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12491-3702_z.fits,,,,per_band,
manga-8990-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8990-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8990-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8990-12703_z.fits,,,,per_band,
manga-8453-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8453-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8453-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8453-1902_z.fits,,,,per_band,
manga-8146-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8146-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8146-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8146-3701_z.fits,,,,per_band,
manga-9040-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12704_z.fits,,,,per_band,
manga-8445-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-12701_z.fits,,,,per_band,
manga-8992-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8992-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8992-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8992-1901_z.fits,,,,per_band,
manga-8996-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8996-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8996-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8996-3701_z.fits,,,,per_band,
manga-8617-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-1901_z.fits,,,,per_band,
manga-10840-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10840-3704_z.fits,,,,per_band,
manga-9888-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9888-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9888-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9888-1902_z.fits,,,,per_band,
manga-8483-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8483-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8483-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8483-6102_z.fits,,,,per_band,
manga-12621-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12621-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12621-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12621-1901_z.fits,,,,per_band,
manga-10516-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10516-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10516-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10516-12705_z.fits,,,,per_band,
manga-9488-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9488-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9488-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9488-3703_z.fits,,,,per_band,
manga-8933-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-3704_z.fits,,,,per_band,
manga-9033-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9033-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9033-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9033-12701_z.fits,,,,per_band,
manga-12089-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12089-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12089-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12089-9101_z.fits,,,,per_band,
manga-12700-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12700-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12700-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12700-3704_z.fits,,,,per_band,
manga-9504-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9504-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9504-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9504-1901_z.fits,,,,per_band,
manga-8336-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8336-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8336-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8336-12701_z.fits,,,,per_band,
manga-7495-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7495-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7495-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7495-3701_z.fits,,,,per_band,
manga-8441-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8441-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8441-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8441-12703_z.fits,,,,per_band,
manga-9045-12701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9045-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9045-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9045-12701_z.fits,,,,per_band,
manga-9050-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9050-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9050-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9050-3704_z.fits,,,,per_band,
manga-9863-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9863-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9863-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9863-3701_z.fits,,,,per_band,
manga-9027-3702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9027-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9027-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9027-3702_z.fits,,,,per_band,
manga-8938-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8938-6101_z.fits,,,,per_band,
manga-8095-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8095-3703_z.fits,,,,per_band,
manga-9001-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-12702_z.fits,,,,per_band,
manga-8546-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-12704_z.fits,,,,per_band,
manga-11948-6103,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11948-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11948-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11948-6103_z.fits,,,,per_band,
manga-8601-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8601-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8601-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8601-1902_z.fits,,,,per_band,
manga-8546-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8546-9101_z.fits,,,,per_band,
manga-8985-3704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-3704_z.fits,,,,per_band,
manga-8713-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8713-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8713-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8713-1901_z.fits,,,,per_band,
manga-12078-3703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12078-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12078-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12078-3703_z.fits,,,,per_band,
manga-10502-6101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10502-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10502-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10502-6101_z.fits,,,,per_band,
manga-8654-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8654-9101_z.fits,,,,per_band,
manga-10498-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-9102_z.fits,,,,per_band,
manga-11963-12705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11963-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11963-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11963-12705_z.fits,,,,per_band,
manga-8986-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8986-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8986-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8986-12704_z.fits,,,,per_band,
manga-12511-3701,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12511-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12511-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12511-3701_z.fits,,,,per_band,
manga-8980-12703,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8980-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8980-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8980-12703_z.fits,,,,per_band,
manga-8720-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8720-6102_z.fits,,,,per_band,
manga-8717-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8717-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8717-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8717-12704_z.fits,,,,per_band,
manga-9189-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9189-6104_z.fits,,,,per_band,
manga-8611-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8611-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8611-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8611-12704_z.fits,,,,per_band,
manga-8310-12704,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8310-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8310-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8310-12704_z.fits,,,,per_band,
manga-11974-6104,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11974-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11974-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11974-6104_z.fits,,,,per_band,
manga-11872-9101,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11872-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11872-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11872-9101_z.fits,,,,per_band,
manga-9184-1901,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9184-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9184-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9184-1901_z.fits,,,,per_band,
manga-8334-12702,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-12702_z.fits,,,,per_band,
manga-8597-9102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8597-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8597-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8597-9102_z.fits,,,,per_band,
manga-8933-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8933-1902_z.fits,,,,per_band,
manga-11833-1902,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11833-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11833-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11833-1902_z.fits,,,,per_band,
manga-8328-6102,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8328-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8328-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8328-6102_z.fits,,,,per_band,
