image_id,label_bin,Bars,name,objra,objdec,path_g,path_r,path_z,hdu_g,hdu_r,hdu_z,format_hint,raw_path
manga-12675-6104,0,0.0,manga-12675-6104,250.315558405,34.3580571782,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12675-6104_z.fits,,,,per_band,
manga-8153-6101,0,0.0,manga-8153-6101,41.0966482687,-0.178547761451,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8153-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8153-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8153-6101_z.fits,,,,per_band,
manga-10518-9101,0,0.0,manga-10518-9101,152.066817164,4.9153789579,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-9101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-9101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-9101_z.fits,,,,per_band,
manga-11946-3702,0,0.0,manga-11946-3702,249.878895147,37.5120939479,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11946-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11946-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11946-3702_z.fits,,,,per_band,
manga-9890-9102,0,0.0,manga-9890-9102,232.301414096,29.6396217692,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9890-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9890-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9890-9102_z.fits,,,,per_band,
manga-9024-9102,0,0.0,manga-9024-9102,224.007695632,33.0413565224,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9024-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9024-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9024-9102_z.fits,,,,per_band,
manga-8137-12703,0,0.0,manga-8137-12703,116.169257474,44.1444094839,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8137-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8137-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8137-12703_z.fits,,,,per_band,
manga-11958-12703,0,0.0,manga-11958-12703,208.22522,5.12053,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11958-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11958-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11958-12703_z.fits,,,,per_band,
manga-8320-1901,0,0.0,manga-8320-1901,206.144236809,23.7966101545,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8320-1901_z.fits,,,,per_band,
manga-11759-12702,0,0.0,manga-11759-12702,145.800261215,0.414186573461,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11759-12702_z.fits,,,,per_band,
manga-8148-9102,0,0.0,manga-8148-9102,117.925702595,27.6073929295,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8148-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8148-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8148-9102_z.fits,,,,per_band,
manga-9868-6104,0,0.0,manga-9868-6104,220.498722704,47.0111632402,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9868-6104_z.fits,,,,per_band,
manga-8716-12701,0,0.0,manga-8716-12701,119.633813077,52.5979639759,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8716-12701_z.fits,,,,per_band,
manga-8445-3702,0,0.25,manga-8445-3702,204.287715351,35.2478332705,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8445-3702_z.fits,,,,per_band,
manga-12081-12705,1,0.5,manga-12081-12705,32.3829664085,-0.0272166095628,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-12705_z.fits,,,,per_band,
manga-8461-12701,0,0.0,manga-8461-12701,146.478228917,43.046704506,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-12701_z.fits,,,,per_band,
manga-8461-6101,1,0.5,manga-8461-6101,144.287854484,42.9721228329,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8461-6101_z.fits,,,,per_band,
manga-8985-1902,1,0.5,manga-8985-1902,205.389007258,32.4326269649,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8985-1902_z.fits,,,,per_band,
manga-7977-12702,0,0.0,manga-7977-12702,332.238573881,11.8776065621,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7977-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7977-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7977-12702_z.fits,,,,per_band,
manga-12679-6101,0,0.0,manga-12679-6101,316.394572608,-7.59214342764,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12679-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12679-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12679-6101_z.fits,,,,per_band,
manga-8259-1901,0,0.0,manga-8259-1901,177.971920275,43.3480675175,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8259-1901_z.fits,,,,per_band,
manga-11967-6104,0,0.0,manga-11967-6104,231.562265557,9.88544435622,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11967-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11967-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11967-6104_z.fits,,,,per_band,
manga-10503-12701,1,1.0,manga-10503-12701,158.92625,5.61596,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10503-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10503-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10503-12701_z.fits,,,,per_band,
manga-12090-6102,0,0.0,manga-12090-6102,351.176577526,14.6088023672,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12090-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12090-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12090-6102_z.fits,,,,per_band,
manga-11744-12705,1,1.0,manga-11744-12705,122.217871845,14.8625909491,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11744-12705_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11744-12705_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11744-12705_z.fits,,,,per_band,
manga-8327-6102,0,0.0,manga-8327-6102,205.664653438,45.5843495134,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8327-6102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8327-6102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8327-6102_z.fits,,,,per_band,
manga-8141-6101,0,0.0,manga-8141-6101,119.165933097,44.1010079182,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8141-6101_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8141-6101_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8141-6101_z.fits,,,,per_band,
manga-11006-12703,1,1.0,manga-11006-12703,195.24691982,27.8998323789,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11006-12703_z.fits,,,,per_band,
manga-9192-12703,0,0.0,manga-9192-12703,46.3265984682,0.215557236472,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9192-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9192-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9192-12703_z.fits,,,,per_band,
manga-12512-3701,0,0.0,manga-12512-3701,146.44031,-0.97743,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12512-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12512-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12512-3701_z.fits,,,,per_band,
manga-10498-12702,1,0.5,manga-10498-12702,131.292796969,25.9615954263,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10498-12702_z.fits,,,,per_band,
manga-12514-6104,0,0.0,manga-12514-6104,200.6611155,1.17568528896,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12514-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12514-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12514-6104_z.fits,,,,per_band,
manga-9040-12702,0,0.0,manga-9040-12702,243.42849051,26.4912005223,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9040-12702_z.fits,,,,per_band,
manga-8984-12703,0,0.0,manga-8984-12703,203.93243,27.40942,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8984-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8984-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8984-12703_z.fits,,,,per_band,
manga-9001-1901,0,0.0,manga-9001-1901,165.651381038,50.6788154237,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9001-1901_z.fits,,,,per_band,
manga-8606-1902,0,0.0,manga-8606-1902,256.01730405,36.4373676031,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8606-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8606-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8606-1902_z.fits,,,,per_band,
manga-8941-1902,0,0.0,manga-8941-1902,120.311639354,26.3331764922,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8941-1902_z.fits,,,,per_band,
manga-11011-12702,0,0.0,manga-11011-12702,215.546250309,48.4899265098,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11011-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11011-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11011-12702_z.fits,,,,per_band,
manga-9891-12701,0,0.0,manga-9891-12701,229.429446689,27.8953327529,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-12701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-12701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-12701_z.fits,,,,per_band,
manga-8152-3702,0,0.0,manga-8152-3702,142.40661842,35.4876356716,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8152-3702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8152-3702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8152-3702_z.fits,,,,per_band,
manga-11980-3704,0,0.0,manga-11980-3704,254.882778451,22.3750197428,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11980-3704_z.fits,,,,per_band,
manga-10518-12704,0,0.0,manga-10518-12704,152.680678392,6.20039141093,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10518-12704_z.fits,,,,per_band,
manga-9891-6103,0,0.0,manga-9891-6103,226.990601449,28.8818610359,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9891-6103_z.fits,,,,per_band,
manga-8603-12704,1,0.5,manga-8603-12704,247.893876589,40.5655973228,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8603-12704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8603-12704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8603-12704_z.fits,,,,per_band,
manga-8951-6103,0,0.0,manga-8951-6103,193.439519509,27.2496041679,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8951-6103_z.fits,,,,per_band,
manga-7975-6103,0,0.0,manga-7975-6103,324.799320383,11.9393222318,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7975-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7975-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7975-6103_z.fits,,,,per_band,
manga-11982-12703,0,0.0,manga-11982-12703,309.575822683,-5.96877677748,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11982-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11982-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11982-12703_z.fits,,,,per_band,
manga-8950-3704,0,0.0,manga-8950-3704,194.331624208,27.6138564494,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8950-3704_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8950-3704_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8950-3704_z.fits,,,,per_band,
manga-10519-6103,0,0.0,manga-10519-6103,154.000869673,6.25144337805,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10519-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10519-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10519-6103_z.fits,,,,per_band,
manga-8555-1901,0,0.0,manga-8555-1901,243.873718478,44.2912632693,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8555-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8555-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8555-1901_z.fits,,,,per_band,
manga-12081-9102,1,0.5,manga-12081-9102,31.7497254165,1.01345479563,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-12081-9102_z.fits,,,,per_band,
manga-9484-9102,1,0.75,manga-9484-9102,120.195154664,35.5294127325,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9484-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9484-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9484-9102_z.fits,,,,per_band,
manga-9490-3703,0,0.0,manga-9490-3703,122.296013929,19.6606583249,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9490-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9490-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9490-3703_z.fits,,,,per_band,
manga-8334-1901,0,0.0,manga-8334-1901,213.954953718,39.7979162715,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-1901_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-1901_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-1901_z.fits,,,,per_band,
manga-8617-3703,0,0.0,manga-8617-3703,325.369255262,0.608241148637,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-3703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-3703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8617-3703_z.fits,,,,per_band,
manga-8610-6104,1,1.0,manga-8610-6104,257.712081147,61.3249310753,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8610-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8610-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8610-6104_z.fits,,,,per_band,
manga-10223-3701,0,0.0,manga-10223-3701,31.5666031749,-0.291437101791,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10223-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10223-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-10223-3701_z.fits,,,,per_band,
manga-8452-12702,0,0.0,manga-8452-12702,156.044276918,47.5239549356,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8452-12702_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8452-12702_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8452-12702_z.fits,,,,per_band,
manga-8337-6104,0,0.0,manga-8337-6104,213.454946357,37.2690668654,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8337-6104_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8337-6104_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8337-6104_z.fits,,,,per_band,
manga-8942-12703,0,0.0,manga-8942-12703,125.21338865,28.4058888443,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8942-12703_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8942-12703_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8942-12703_z.fits,,,,per_band,
manga-7992-1902,1,1.0,manga-7992-1902,257.247919024,62.8980190772,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7992-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7992-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-7992-1902_z.fits,,,,per_band,
manga-8334-9102,1,0.5,manga-8334-9102,213.074070414,39.2881130979,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-9102_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-9102_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8334-9102_z.fits,,,,per_band,
manga-11977-6103,0,0.0,manga-11977-6103,254.625233222,25.3902816445,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11977-6103_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11977-6103_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-11977-6103_z.fits,,,,per_band,
manga-9495-1902,0,0.25,manga-9495-1902,121.910555382,22.2862119566,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9495-1902_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9495-1902_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-9495-1902_z.fits,,,,per_band,
manga-8945-3701,1,1.0,manga-8945-3701,171.628470631,46.9984308945,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8945-3701_g.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8945-3701_r.fits,/content/drive/MyDrive/Proyecto_Integrador/data/manga-8945-3701_z.fits,,,,per_band,
